"표준코드","시설명","소재지","착공년도","준공년도","종별","구분","유역면적","홍수면적","만수면적","수혜면적","한발빈도","홍수빈도","제체형식","제체체적","제체길이","제체높이","총저수량","유효저수량","사수량","취수형식","홍수위","만수위","사수위"
"3171010168","수청곡","울산광역시 울주군 범서읍 척과리","1908-01-01","1909-12-31","2","보조수원","48","1","1","8","10","100","필댐(죤형)","7200","47","10","9","9","0","사통형","100","100","96"
"3171010169","척과","울산광역시 울주군 범서읍 척과리","1971-08-25","1974-01-01","1","주수원","260","6","5","73","10","200","필댐(죤형)","130000","125","22","368","368","0","사통형","129","128","111"
"3171010181","못안","울산광역시 울주군 두동면 월평리","1945-01-01","1946-12-31","2","보조수원","14","2","2","3","10","100","필댐(죤형)","62000","100","9","34","34","0","사통형","131","131","127"
"3171010182","월평","울산광역시 울주군 두동면 월평리","1972-01-01","1975-01-01","2","주수원","472","6","6","101","10","200","필댐(죤형)","146000","180","21","290","290","0","사통형","163","162","148"
"3171010186","삽다리","울산광역시 울주군 두동면 월평리","1945-01-01","1946-12-31","2","보조수원","164","8","7","38","10","100","필댐(죤형)","6700","70","15","86","86","0","사통형","112","111","105"
"3171010187","두돌(보조)","울산광역시 울주군 두동면 봉계리","1944-12-20","1945-01-01","2","보조수원","50","4","3","18","10","200","필댐(죤형)","10700","80","12","71","71","0","사통형","100","99","94"
"3171010194","두돌(주)","울산광역시 울주군 두동면 봉계리","1972-01-01","1976-01-01","1","주수원","350","16","13","81","10","200","필댐(죤형)","10000","207","11","530","519","11","사통형","93","92","83"
"3171010217","아미산","울산광역시 울주군 두서면 미호리","1967-01-01","1968-12-31","2","보조수원","17","1","1","5","10","100","필댐(죤형)","17000","73","9","5","5","0","사통형","201","201","198"
"3171010218","복안","울산광역시 울주군 두서면 미호리","1985-01-01","1996-01-01","1","주수원","790","26","22","265","10","200","필댐(죤형)","360000","205","39","1935","1935","0","사통형","208","207","182"
"3171010222","재궁곡","울산광역시 울주군 두서면 활천리","1976-01-01","1977-12-31","2","보조수원","22","0","0","3","10","100","필댐(죤형)","16000","56","8","9","9","0","사통형","136","135","129"
"3171010225","수정","울산광역시 울주군 두서면 전읍리","1945-01-01","1946-12-31","2","보조수원","269","3","2","30","5","100","필댐(죤형)","22000","78","17","66","66","0","사통형","193","192","184"
"3171010226","월부","울산광역시 울주군 두서면 전읍리","1945-01-01","1946-12-31","2","보조수원","31","0","0","10","10","100","필댐(죤형)","9500","44","8","2","2","0","사통형","185","184","182"
"3171010227","분곡","울산광역시 울주군 두서면 전읍리","1945-01-01","1946-12-31","2","보조수원","19","0","0","10","10","100","필댐(죤형)","6100","80","9","6","6","0","사통형","164","163","161"
"3171010230","후평","울산광역시 울주군 두서면 서하리","1945-01-01","1946-12-31","2","보조수원","47","1","1","20","10","200","필댐(죤형)","7400","190","6","12","12","0","사통형","144","144","141"
"3171010231","창월","울산광역시 울주군 두서면 인보리","1945-01-01","1946-12-31","2","보조수원","20","1","1","9","10","200","필댐(죤형)","14200","220","5","8","8","0","사통형","134","133","131"
"3171010232","후들","울산광역시 울주군 두서면 인보리","1945-01-01","1946-12-31","2","보조수원","51","2","2","20","10","200","필댐(죤형)","132000","310","7","30","30","0","사통형","129","128","125"
"3171010233","인보","울산광역시 울주군 두서면 인보리","1976-01-01","1978-01-01","1","주수원","670","8","7","133","10","200","필댐(죤형)","156541","133","24","319","319","0","사통형","167","166","157"
"3171010281","심천","울산광역시 울주군 삼남면 가천리","1945-01-01","1948-12-31","1","주수원","340","6","5","75","10","200","필댐(죤형)","148000","268","14","488","488","0","사통형","181","180","168"
"3171010282","공암","울산광역시 울주군 삼남면 가천리","1945-01-01","1946-12-31","1","주수원","440","10","9","113","10","200","필댐(죤형)","224500","295","13","517","517","0","사통형","152","151","140"
"3171010285","심천보충","울산광역시 울주군 삼남면 가천리","1985-01-01","1985-12-31","2","보조수원","117","2","2","15","10","200","필댐(죤형)","50673","120","14","146","146","0","사통형","193","192","181"
"3171010286","강양","울산광역시 울주군 온산읍 강양리","1939-10-31","1940-12-31","2","보조수원","25","1","1","11","10","200","필댐(죤형)","20500","91","11","28","27","1","사통형","9","8","5"
"3171010287","구봉","울산광역시 울주군 삼남면 가천리","1945-01-01","1946-12-31","2","보조수원","10","1","1","6","10","200","필댐(죤형)","32000","60","4","9","9","0","사통형","141","140","136"
"3171010288","둥둥지","울산광역시 울주군 두동면 월평리","1945-01-01","1945-12-31","2","보조수원","22","0","0","8","10","200","필댐(죤형)","37000","35","10","4","4","0","사통형","122","121","119"
"3171010289","솔고개","울산광역시 울주군 범서읍 천상리","1945-01-01","1946-12-31","2","보조수원","5","1","1","8","10","100","필댐(죤형)","42000","120","5","7","7","0","사통형","28","27","24"
"3171010290","수반","울산광역시 울주군 웅촌면 은현리","1933-01-01","1934-12-31","2","보조수원","50","1","1","8","10","100","필댐(죤형)","35000","74","6","10","10","0","사통형","110","109","106"
"3171010292","차리","울산광역시 울주군 두서면 차리","1996-11-20","2003-12-30","1","주수원","398","11","9","126","10","100","필댐(죤형)","280000","369","36","866","866","0","취수탑형","254","253","229"
"3171010293","뒷들","울산광역시 울주군 두서면 차리","1945-02-01","1946-12-31","2","보조수원","40","1","1","2","10","100","필댐(죤형)","8000","100","10","18","18","0","사통형","188","188","185"
"3171010294","서녁","울산광역시 울주군 두서면 구량리","1946-02-08","1947-12-31","2","보조수원","30","1","1","15","10","100","필댐(죤형)","5000","30","9","16","16","0","사통형","148","147","143"
"3171010295","상태평","울산광역시 울주군 두서면 구량리","1945-02-08","1946-12-31","2","보조수원","6","1","1","8","10","100","필댐(죤형)","4500","87","8","15","15","0","사통형","133","133","129"
"3171010296","하태평","울산광역시 울주군 두서면 구량리","1945-02-08","1946-12-31","2","보조수원","24","2","2","12","10","100","필댐(죤형)","7601","102","5","33","33","0","사통형","124","124","120"
"3171010297","신당","울산광역시 울주군 두서면 구량리","1948-02-08","1949-12-31","2","보조수원","6","0","0","3","10","100","필댐(죤형)","6000","56","12","17","17","0","사통형","113","113","110"
"3171010298","길천명촌","울산광역시 울주군 상북면 명촌리","2004-09-01","2010-03-17","1","주수원","190","8","7","75","10","200","필댐(죤형)","247343","246","29","664","576","88","사통형","205","204","188"
"3171010539","갈전","울산광역시 울주군 언양읍 다개리","2009-12-17","2015-12-31","1","주수원","127","4","4","","100","200","필댐(죤형)","","184","46","527","503","24","취수탑형","255","252","232"
"4111010005","일월","경기도 수원시 권선구 구운동","1940-11-13","1941-06-30","1","보조수원","277","20","18","0","3","100","필댐(죤형)","41459","364","7","315","299","16","취수탑형","4","4","1"
"4111010010","왕송","경기도 의왕시 월암동","1944-01-01","1948-12-31","1","주수원","1555","92","84","516","10","100","필댐(죤형)","112307","640","8","2079","2077","2","사통형","41","41","34"
"4113010002","대왕","경기도 성남시 수정구 상적동","1954-03-23","1958-12-31","1","주수원","750","13","13","15","10","100","필댐(죤형)","125700","168","18","596","489","107","취수탑형","72","71","66"
"4113010005","낙생","경기도 성남시 분당구 동원동","1957-01-01","1961-12-31","1","주수원","1950","25","24","37","10","100","필댐(죤형)","165212","238","17","856","856","0","취수탑형","91","90","82"
"4122010004","동막","경기도 평택시 지산동","1945-01-01","1946-12-30","2","보조수원","119","1","1","3","10","100","필댐(균일형)","6703","129","4","14","13","1","기타","47","47","45"
"4122010006","울성","경기도 평택시 지제동","1945-01-01","1946-12-30","2","보조수원","60","1","1","13","10","100","필댐(균일형)","9576","114","5","14","14","0","기타","10","10","9"
"4122010010","월곡","경기도 평택시 월곡동","1955-01-01","1958-12-30","2","주수원","60","2","2","23","10","100","필댐(균일형)","16386","160","5","24","24","0","기타","11","10","9"
"4122010021","효덕","경기도 평택시 고덕면 방축리","1945-01-01","1946-12-30","2","보조수원","43","1","1","2","10","100","필댐(균일형)","8486","136","4","7","7","0","기타","10","10","9"
"4122010024","고잔","경기도 평택시 청북읍 고잔리","1953-01-01","1954-12-30","1","주수원","450","12","12","83","10","200","필댐(죤형)","13230","310","8","415","409","6","기타","23","22","20"
"4129010002","청계","경기도 과천시 막계동","1956-01-01","1961-12-31","1","주수원","790","23","22","100","5","100","필댐(죤형)","132396","472","11","1093","1093","0","취수탑형","66","65","56"
"4136010018","오남","경기도 남양주시 오남읍 오남리","1978-11-07","1985-12-20","1","주수원","1552","28","23","277","10","200","필댐(죤형)","1075320","412","30","2710","2435","275","사통형","106","104","88"
"4137010006","서랑","경기도 오산시 서랑동","1950-03-01","1955-06-03","1","주수원","410","15","15","190","3","100","필댐(죤형)","58697","268","9","483","483","0","취수탑형","28","27","21"
"4139010001","매화","경기도 시흥시 도창동","1939-01-01","1941-12-31","2","보조수원","260","17","16","52","3","100","필댐(죤형)","14850","165","6","248","227","21","취수탑형","5","4","0"
"4139010002","칠리제","경기도 시흥시 금이동","1940-01-01","1945-12-31","2","주수원","110","6","5","70","3","100","필댐(죤형)","19510","280","5","117","117","0","사통형","3","2","0"
"4139010003","과림","경기도 시흥시 과림동","1950-01-01","1956-12-31","1","주수원","360","15","13","82","3","100","필댐(죤형)","46967","302","8","367","366","1","취수탑형","21","20","16"
"4139010005","소래","경기도 시흥시 계수동","1929-01-01","1930-12-31","2","보조수원","150","10","9","115","3","100","필댐(죤형)","46840","264","7","166","165","0","사통형","17","16","13"
"4139010006","흥부","경기도 시흥시 물왕동","1940-01-01","1944-12-31","1","주수원","1320","54","50","865","10","100","필댐(죤형)","67570","290","10","1873","1840","33","취수탑형","17","15","9"
"4143010002","백운","경기도 의왕시 학의동","1951-01-01","1953-12-31","1","주수원","1020","31","31","7","10","100","필댐(죤형)","137434","253","15","1380","1379","1","취수탑형","72","70","61"
"4149010008","기흥(신갈)","경기도 용인시 기흥구 고매동","1957-01-01","1964-12-30","1","주수원","5300","261","231","1226","10","200","필댐(죤형)","167219","222","14","11659","11630","29","취수탑형","47","46","36"
"4149010021","삼인동","경기도 용인시 처인구 남사면 북리","1966-01-01","1969-12-30","1","주수원","328","10","9","121","10","100","필댐(죤형)","81343","190","12","303","302","1","사통형","77","76","70"
"4149010037","이동","경기도 용인시 처인구 이동면 어비리","1964-01-01","1972-12-07","1","주수원","9300","353","305","2152","10","200","필댐(죤형)","725918","660","18","20949","20906","43","취수탑형","44","43","31"
"4149010044","용덕","경기도 용인시 처인구 이동면 묵리","1956-01-01","1959-12-30","1","주수원","1250","28","22","193","10","200","필댐(죤형)","199577","299","13","948","943","5","취수탑형","99","97","90"
"4149010046","용담","경기도 용인시 처인구 원삼면 사암리","1976-06-26","1978-08-15","1","주수원","700","38","33","203","10","100","필댐(죤형)","47740","280","11","1129","1128","1","사통형","125","124","119"
